state,county,UninsuredPerc,fair-or-poor-health-perc
Iowa,Clinton,4.9,14
Iowa,Crawford,10.4,18
Iowa,Dallas,3.9,11
Iowa,Davis,11.3,14
Iowa,Decatur,7.2,16
Iowa,Delaware,6.2,13
Iowa,Des Moines,5.3,15
Iowa,Dickinson,4.8,12
Iowa,Dubuque,4.3,12
Iowa,Emmet,6.8,16
Iowa,Fayette,5.4,14
Iowa,Floyd,6.5,14
Iowa,Franklin,7.6,16
Iowa,Fremont,4.9,13
Iowa,Greene,5.1,14
Iowa,Grundy,3.7,11
Iowa,Guthrie,6.1,13
Iowa,Hamilton,5.7,12
Iowa,Hancock,5.5,13
Iowa,Hardin,5.3,14
Iowa,Harrison,5.4,14
Iowa,Henry,5.5,14
Iowa,Howard,6.3,13
Iowa,Humboldt,5.4,14
Iowa,Ida,4.8,13
Iowa,Iowa,4.4,12
Iowa,Jackson,5.4,13
Iowa,Jasper,4.2,13
Iowa,Jefferson,7.5,14
Iowa,Johnson,5.5,14
Iowa,Jones,5.1,13
Iowa,Keokuk,6.6,12
Iowa,Kossuth,5.0,14
Iowa,Lee,5.1,16
Iowa,Linn,4.2,12
Iowa,Louisa,8.9,15
Iowa,Lucas,5.6,13
Iowa,Lyon,6.3,12
Iowa,Madison,4.8,11
Iowa,Mahaska,5.1,14
Iowa,Marion,4.2,13
Iowa,Marshall,8.1,16
Iowa,Mills,4.4,11
Iowa,Mitchell,7.0,13
Iowa,Monona,6.5,15
Iowa,Monroe,5.8,14
Iowa,Montgomery,6.6,16
Iowa,Muscatine,5.2,15
Iowa,O'Brien,5.6,13
Iowa,Osceola,7.6,14
Iowa,Page,6.2,15
Iowa,Palo Alto,4.7,13
Iowa,Plymouth,5.2,13
Iowa,Pocahontas,5.9,14
Iowa,Polk,5.5,13
Iowa,Pottawattamie,5.6,15
Iowa,Poweshiek,5.5,13
Iowa,Ringgold,7.6,13
Iowa,Sac,6.0,12
Iowa,Scott,5.0,15
Iowa,Shelby,5.2,13
Iowa,Sioux,6.7,13
Iowa,Story,5.3,13
Iowa,Tama,7.7,15
Iowa,Taylor,6.9,15
Iowa,Union,6.0,14
Iowa,Van Buren,7.9,13
Iowa,Wapello,6.8,17
Iowa,Warren,3.9,11
Iowa,Washington,5.9,13
Iowa,Wayne,7.4,15
Iowa,Webster,5.9,15
Iowa,Winnebago,5.1,13
Iowa,Winneshiek,4.7,12
Iowa,Woodbury,8.1,19
Iowa,Worth,5.7,13
Iowa,Wright,7.0,16
Kansas,Allen,9.1,18
Kansas,Anderson,10.4,17
Kansas,Atchison,7.4,17
Kansas,Barber,13.9,16
Kansas,Barton,12.9,17
Kansas,Bourbon,10.3,19
Kansas,Brown,10.5,17
Kansas,Butler,7.9,14
Kansas,Chase,10.3,16
Kansas,Chautauqua,16.3,17
Kansas,Cherokee,10.6,18
Kansas,Cheyenne,13.5,16
Kansas,Clark,12.5,16
Kansas,Clay,8.2,15
Kansas,Cloud,9.2,16
Kansas,Coffey,7.7,15
Kansas,Comanche,14.5,14
Kansas,Cowley,10.4,19
Kansas,Crawford,11.9,19
Kansas,Decatur,12.6,17
Kansas,Dickinson,9.8,16
Kansas,Doniphan,9.9,14
Kansas,Douglas,9.2,15
Kansas,Edwards,17.1,18
Kansas,Elk,14.1,17
Kansas,Ellis,8.8,15
Kansas,Ellsworth,8.6,16
Kansas,Finney,14.9,20
Kansas,Ford,18.0,20
Kansas,Franklin,8.0,15
Kansas,Geary,7.9,20
Kansas,Gove,15.8,14
Kansas,Graham,11.7,14
Kansas,Grant,17.0,18
Kansas,Gray,17.9,15
Kansas,Greeley,13.8,18
Kansas,Greenwood,11.1,16
Kansas,Hamilton,23.4,19
Kansas,Harper,13.9,16
Kansas,Harvey,10.2,13
Kansas,Haskell,21.9,18
Kansas,Hodgeman,14.2,14
Kansas,Jackson,9.7,14
Kansas,Jefferson,9.1,12
Kansas,Jewell,12.3,17
Kansas,Johnson,7.2,9
Kansas,Kearny,17.3,18
Kansas,Kingman,9.3,13
Kansas,Kiowa,13.2,15
Kansas,Labette,10.5,20
Kansas,Lane,13.8,16
Kansas,Leavenworth,6.8,16
Kansas,Lincoln,10.7,15
Kansas,Linn,11.5,16
Kansas,Logan,10.1,13
Kansas,Lyon,12.3,17
Kansas,McPherson,9.0,13
Kansas,Marion,10.7,15
Kansas,Marshall,8.5,14
Kansas,Meade,15.3,16
Kansas,Miami,7.2,14
Kansas,Mitchell,10.2,15
Kansas,Montgomery,12.6,18
Kansas,Morris,10.9,15
Kansas,Morton,15.9,17
Kansas,Nemaha,8.4,14
Kansas,Neosho,9.2,19
Kansas,Ness,16.1,15
Kansas,Norton,10.3,16
Kansas,Osage,10.0,16
Kansas,Osborne,12.3,16
Kansas,Ottawa,9.4,15
Kansas,Pawnee,8.9,16
Kansas,Phillips,11.1,14
Kansas,Pottawatomie,7.3,14
Kansas,Pratt,10.6,15
Kansas,Rawlins,13.8,14
Kansas,Reno,10.7,14
Kansas,Republic,10.5,16
Kansas,Rice,11.0,16
Kansas,Riley,9.0,14
Kansas,Rooks,10.9,15
Kansas,Rush,10.7,14
Kansas,Russell,12.4,16
Kansas,Saline,9.6,16
Kansas,Scott,11.8,15
Kansas,Sedgwick,11.4,16
Kansas,Seward,19.5,25
Kansas,Shawnee,8.9,17
Kansas,Sheridan,19.6,15
Kansas,Sherman,10.1,15
Kansas,Smith,13.0,15
Kansas,Stafford,16.8,16
Kansas,Stanton,18.1,18
Kansas,Stevens,16.4,19
Kansas,Sumner,9.7,18
Kansas,Thomas,9.3,15
Kansas,Trego,9.9,12
Kansas,Wabaunsee,7.4,12
Kansas,Wallace,13.3,14
Kansas,Washington,12.5,13
Kansas,Wichita,19.9,18
Kansas,Wilson,9.9,18
Kansas,Woodson,12.0,17
Kansas,Wyandotte,15.5,23
Kentucky,Adair,6.7,23
Kentucky,Allen,7.1,22
Kentucky,Anderson,5.3,18
Kentucky,Ballard,6.4,21
Kentucky,Barren,7.0,24
Kentucky,Bath,7.3,25
Kentucky,Bell,6.8,29
Kentucky,Boone,4.2,16
Kentucky,Bourbon,8.2,21
Kentucky,Boyd,5.4,20
Kentucky,Boyle,5.3,20
Kentucky,Bracken,6.3,22
Kentucky,Breathitt,6.6,29
Kentucky,Breckinridge,7.8,22
Kentucky,Bullitt,4.9,18
Kentucky,Butler,7.9,22
Kentucky,Caldwell,5.8,20
Kentucky,Calloway,6.7,22
Kentucky,Campbell,4.5,19
Kentucky,Carlisle,7.4,23
Kentucky,Carroll,7.6,23
Kentucky,Carter,6.3,24
Kentucky,Casey,8.5,26
Kentucky,Christian,6.2,23
Kentucky,Clark,5.4,19
Kentucky,Clay,8.0,31
Kentucky,Clinton,8.1,24
Kentucky,Crittenden,6.6,22
Kentucky,Cumberland,7.5,23
Kentucky,Daviess,5.6,20
Kentucky,Edmonson,7.7,23
Kentucky,Elliott,6.2,29
Kentucky,Estill,7.1,27
Kentucky,Fayette,7.4,18
Kentucky,Fleming,8.1,21
Kentucky,Floyd,6.4,29
Kentucky,Franklin,6.0,21
Kentucky,Fulton,5.9,27
Kentucky,Gallatin,8.3,20
Kentucky,Garrard,7.2,21
Kentucky,Grant,6.1,23
Kentucky,Graves,7.3,23
Kentucky,Grayson,7.0,24
Kentucky,Green,8.5,21
Kentucky,Greenup,5.3,25
Kentucky,Hancock,4.7,21
Kentucky,Hardin,5.1,20
Kentucky,Harlan,6.9,28
Kentucky,Harrison,6.5,20
Kentucky,Hart,7.6,24
Kentucky,Henderson,5.6,21
Kentucky,Henry,7.0,21
Kentucky,Hickman,6.8,25
Kentucky,Hopkins,6.6,20
Kentucky,Jackson,7.1,26
Kentucky,Jefferson,6.3,21
Kentucky,Jessamine,7.6,21
Kentucky,Johnson,6.4,25
Kentucky,Kenton,5.8,16
Kentucky,Knott,7.7,29
Kentucky,Knox,6.9,30
Kentucky,Larue,6.9,22
Kentucky,Laurel,6.9,23
Kentucky,Lawrence,6.8,27
Kentucky,Lee,6.4,28
Kentucky,Leslie,7.5,27
Kentucky,Letcher,6.3,27
Kentucky,Lewis,7.0,25
Kentucky,Lincoln,7.9,25
Kentucky,Livingston,6.0,21
Kentucky,Logan,6.9,22
Kentucky,Lyon,6.4,19
Kentucky,McCracken,5.9,21
Kentucky,McCreary,7.7,34
Kentucky,McLean,6.7,22
Kentucky,Madison,6.2,20
Kentucky,Magoffin,8.2,28
Kentucky,Marion,6.3,24
Kentucky,Marshall,6.1,19
Kentucky,Martin,7.3,28
Kentucky,Mason,6.6,21
Kentucky,Meade,5.8,20
Kentucky,Menifee,7.1,23
Kentucky,Mercer,6.7,21
Kentucky,Metcalfe,6.6,25
Kentucky,Monroe,8.2,24
Kentucky,Montgomery,6.2,22
Kentucky,Morgan,7.8,26
Kentucky,Muhlenberg,6.8,23
Kentucky,Nelson,5.2,18
Kentucky,Nicholas,8.1,25
Kentucky,Ohio,6.2,24
Kentucky,Oldham,3.8,15
Kentucky,Owen,6.4,21
Kentucky,Owsley,6.1,27
Kentucky,Pendleton,6.1,19
Kentucky,Perry,6.7,26
Kentucky,Pike,6.9,26
Kentucky,Powell,6.4,24
Kentucky,Pulaski,6.9,24
Kentucky,Robertson,7.6,25
Kentucky,Rockcastle,6.4,24
Kentucky,Rowan,7.1,23
Kentucky,Russell,8.1,24
Kentucky,Scott,5.3,18
Kentucky,Shelby,8.0,19
Kentucky,Simpson,6.1,21
Kentucky,Spencer,5.1,17
Kentucky,Taylor,6.3,23
Kentucky,Todd,8.9,22
Kentucky,Trigg,7.4,21
Kentucky,Trimble,6.4,21
Kentucky,Union,7.3,23
Kentucky,Warren,7.3,19
Kentucky,Washington,7.4,20
Kentucky,Wayne,7.8,27
Kentucky,Webster,8.3,23
Kentucky,Whitley,6.2,26
Kentucky,Wolfe,6.7,31
Kentucky,Woodford,7.4,18
Louisiana,Acadia,10.7,21
Louisiana,Allen,9.3,21
Louisiana,Ascension,7.1,17
Louisiana,Assumption,10.3,22
Louisiana,Avoyelles,10.2,24
Louisiana,Beauregard,9.5,20
Louisiana,Bienville,9.0,24
Louisiana,Bossier,8.7,19
Louisiana,Caddo,8.6,23
Louisiana,Calcasieu,8.8,19
Louisiana,Caldwell,11.1,22
Louisiana,Cameron,9.4,17
Louisiana,Catahoula,10.7,22
Louisiana,Claiborne,11.1,28
Louisiana,Concordia,9.9,26
Louisiana,De Soto,9.6,23
Louisiana,East Baton Rouge,8.6,20
Louisiana,East Carroll,8.2,37
Louisiana,East Feliciana,8.2,21
Louisiana,Evangeline,10.0,25
Louisiana,Franklin,11.7,25
Louisiana,Grant,9.4,22
Louisiana,Iberia,10.3,23
Louisiana,Iberville,8.5,22
Louisiana,Jackson,9.9,22
Louisiana,Jefferson,11.6,20
Louisiana,Jefferson Davis,10.4,20
Louisiana,Lafayette,10.1,17
Louisiana,Lafourche,11.9,18
Louisiana,La Salle,12.0,22
Louisiana,Lincoln,9.7,23
Louisiana,Livingston,8.9,18
Louisiana,Madison,9.0,31
Louisiana,Morehouse,9.2,28
Louisiana,Natchitoches,9.6,26
Louisiana,Orleans,9.9,21
Louisiana,Ouachita,8.4,23
Louisiana,Plaquemines,11.7,19
Louisiana,Pointe Coupee,9.9,20
Louisiana,Rapides,9.6,22
Louisiana,Red River,8.8,22
Louisiana,Richland,9.8,25
Louisiana,Sabine,12.6,20
Louisiana,St. Bernard,10.2,23
Louisiana,St. Charles,7.4,19
Louisiana,St. Helena,10.1,27
Louisiana,St. James,7.1,20
Louisiana,St. John the Baptist,8.6,22
Louisiana,St. Landry,9.8,25
Louisiana,St. Martin,9.9,20
Louisiana,St. Mary,10.6,24
Louisiana,St. Tammany,8.9,16
Louisiana,Tangipahoa,10.1,22
Louisiana,Tensas,11.0,35
Louisiana,Terrebonne,12.0,21
Louisiana,Union,10.2,21
Louisiana,Vermilion,10.7,21
Louisiana,Vernon,8.3,20
Louisiana,Washington,10.1,26
Louisiana,Webster,9.4,23
Louisiana,West Baton Rouge,7.5,20
Louisiana,West Carroll,10.8,21
Louisiana,West Feliciana,6.9,21
Louisiana,Winn,9.2,24
Maine,Androscoggin,9.4,13
Maine,Aroostook,11.8,17
Maine,Cumberland,9.2,9
Maine,Franklin,10.8,14
Maine,Hancock,11.8,13
Maine,Kennebec,9.7,12
Maine,Knox,11.7,11
Maine,Lincoln,13.6,11
Maine,Oxford,11.3,14
Maine,Penobscot,10.9,15
Maine,Piscataquis,12.2,15
Maine,Sagadahoc,8.5,12
Maine,Somerset,12.1,16
Maine,Waldo,12.4,15
Maine,Washington,15.6,18
Maine,York,8.6,13
Maryland,Allegany,5.9,17
Maryland,Anne Arundel,5.6,12
Maryland,Baltimore,6.1,14
Maryland,Calvert,4.1,12
Maryland,Caroline,8.4,17
Maryland,Carroll,4.6,11
Maryland,Cecil,5.6,14
Maryland,Charles,5.0,14
Maryland,Dorchester,7.3,18
Maryland,Frederick,5.4,11
Maryland,Garrett,7.4,14
Maryland,Harford,4.7,12
Maryland,Howard,3.9,10
Maryland,Kent,8.4,13
Maryland,Montgomery,8.0,11
Maryland,Prince George's,10.8,15
Maryland,Queen Anne's,5.4,11
Maryland,St. Mary's,5.2,13
Maryland,Somerset,8.5,19
Maryland,Talbot,8.5,13
Maryland,Washington,6.4,16
Maryland,Wicomico,8.1,15
Maryland,Worcester,7.8,14
Maryland,Baltimore City,7.6,19
Massachusetts,Barnstable,3.5,10
Massachusetts,Berkshire,3.3,13
Massachusetts,Bristol,3.7,14
Massachusetts,Dukes,4.7,11
Massachusetts,Essex,3.8,13
Massachusetts,Franklin,3.1,12
Massachusetts,Hampden,3.6,18
Massachusetts,Hampshire,2.8,12
Massachusetts,Middlesex,3.0,11
Massachusetts,Nantucket,4.4,13
Massachusetts,Norfolk,2.3,12
Massachusetts,Plymouth,2.8,13
Massachusetts,Suffolk,4.2,17
Massachusetts,Worcester,3.2,14
Michigan,Alcona,8.8,15
Michigan,Alger,7.6,15
Michigan,Allegan,5.5,14
Michigan,Alpena,6.2,15
Michigan,Antrim,8.1,14
Michigan,Arenac,8.1,16
Michigan,Baraga,8.0,16
Michigan,Barry,5.4,13
Michigan,Bay,6.1,15
Michigan,Benzie,7.4,13
Michigan,Berrien,7.3,16
Michigan,Branch,8.1,15
Michigan,Calhoun,5.6,16
Michigan,Cass,7.2,15
Michigan,Charlevoix,6.4,13
Michigan,Cheboygan,8.3,15
Michigan,Chippewa,9.3,19
Michigan,Clare,8.0,17
Michigan,Clinton,4.6,12
Michigan,Crawford,6.5,15
Michigan,Delta,6.5,16
Michigan,Dickinson,6.0,15
Michigan,Eaton,5.5,14
Michigan,Emmet,7.7,14
Michigan,Genesee,6.7,17
Michigan,Gladwin,8.0,17
Michigan,Gogebic,7.8,17
Michigan,Grand Traverse,6.3,12
Michigan,Gratiot,5.7,17
Michigan,Hillsdale,7.1,14
Michigan,Houghton,6.7,16
Michigan,Huron,6.9,14
Michigan,Ingham,6.2,16
Michigan,Ionia,5.8,14
Michigan,Iosco,7.6,15
Michigan,Iron,7.1,15
Michigan,Isabella,7.7,19
Michigan,Jackson,5.7,16
Michigan,Kalamazoo,5.6,15
Michigan,Kalkaska,8.2,16
Michigan,Kent,6.4,13
Michigan,Keweenaw,7.1,15
Michigan,Lake,8.0,19
Michigan,Lapeer,6.3,14
Michigan,Leelanau,8.5,12
Michigan,Lenawee,5.9,14
Michigan,Livingston,4.1,11
Michigan,Luce,7.6,18
Michigan,Mackinac,11.5,18
Michigan,Macomb,6.4,16
Michigan,Manistee,7.5,14
Michigan,Marquette,5.7,15
Michigan,Mason,6.4,15
Michigan,Mecosta,6.5,16
Michigan,Menominee,7.0,14
Michigan,Midland,5.0,13
Michigan,Missaukee,7.6,17
Michigan,Monroe,5.0,14
Michigan,Montcalm,7.0,16
Michigan,Montmorency,7.4,15
Michigan,Muskegon,5.5,16
Michigan,Newaygo,7.2,17
Michigan,Oakland,4.9,12
Michigan,Oceana,9.2,17
Michigan,Ogemaw,7.3,15
Michigan,Ontonagon,8.4,16
Michigan,Osceola,8.0,17
Michigan,Oscoda,9.0,15
Michigan,Otsego,6.0,15
Michigan,Ottawa,5.2,12
Michigan,Presque Isle,7.6,15
Michigan,Roscommon,7.5,16
Michigan,Saginaw,6.1,18
Michigan,St. Clair,5.9,15
Michigan,St. Joseph,8.2,17
Michigan,Sanilac,7.5,14
Michigan,Schoolcraft,8.4,17
Michigan,Shiawassee,5.7,15
Michigan,Tuscola,6.0,15
Michigan,Van Buren,8.2,16
Michigan,Washtenaw,4.6,12
Michigan,Wayne,6.8,19
Michigan,Wexford,6.8,17
Minnesota,Aitkin,6.6,14
Minnesota,Anoka,4.6,12
Minnesota,Becker,6.9,13
Minnesota,Beltrami,9.0,15
Minnesota,Benton,4.6,13
Minnesota,Big Stone,6.0,13
Minnesota,Blue Earth,4.5,14
Minnesota,Brown,4.3,11
Minnesota,Carlton,5.3,12
Minnesota,Carver,3.2,9
Minnesota,Cass,8.3,15
Minnesota,Chippewa,6.2,13
Minnesota,Chisago,4.2,11
Minnesota,Clay,4.8,12
Minnesota,Clearwater,8.6,15
Minnesota,Cook,8.4,13
Minnesota,Cottonwood,6.1,14
Minnesota,Crow Wing,5.2,12
Minnesota,Dakota,3.9,10
Minnesota,Dodge,4.4,11
Minnesota,Douglas,3.9,13
Minnesota,Faribault,6.3,12
Minnesota,Fillmore,7.3,11
Minnesota,Freeborn,6.4,14
Minnesota,Goodhue,5.6,12
Minnesota,Grant,5.8,12
Minnesota,Hennepin,5.4,10
Minnesota,Houston,4.9,11
Minnesota,Hubbard,6.8,12
Minnesota,Isanti,4.8,11
Minnesota,Itasca,6.0,14
Minnesota,Jackson,4.9,12
Minnesota,Kanabec,6.4,13
Minnesota,Kandiyohi,6.8,14
Minnesota,Kittson,5.6,13
Minnesota,Koochiching,7.2,15
Minnesota,Lac qui Parle,5.7,12
Minnesota,Lake,4.7,11
Minnesota,Lake of the Woods,6.4,12
Minnesota,Le Sueur,5.0,11
Minnesota,Lincoln,6.1,12
Minnesota,Lyon,5.3,13
Minnesota,McLeod,4.8,12
Minnesota,Mahnomen,9.5,20
Minnesota,Marshall,5.8,13
Minnesota,Martin,6.5,12
Minnesota,Meeker,5.0,11
Minnesota,Mille Lacs,7.2,14
Minnesota,Morrison,5.6,13
Minnesota,Mower,6.9,14
Minnesota,Murray,5.9,11
Minnesota,Nicollet,4.2,11
Minnesota,Nobles,10.4,16
Minnesota,Norman,6.4,13
Minnesota,Olmsted,4.4,10
Minnesota,Otter Tail,6.3,12
Minnesota,Pennington,4.3,11
Minnesota,Pine,6.7,15
Minnesota,Pipestone,8.6,13
Minnesota,Polk,5.7,14
Minnesota,Pope,5.4,11
Minnesota,Ramsey,5.8,13
Minnesota,Red Lake,6.6,11
Minnesota,Redwood,7.5,14
Minnesota,Renville,7.4,13
Minnesota,Rice,5.6,12
Minnesota,Rock,5.3,12
Minnesota,Roseau,6.1,12
Minnesota,St. Louis,5.2,13
Minnesota,Scott,3.8,11
Minnesota,Sherburne,3.8,11
Minnesota,Sibley,6.7,11
Minnesota,Stearns,4.9,13
Minnesota,Steele,4.4,12
Minnesota,Stevens,4.8,13
Minnesota,Swift,6.0,13
Minnesota,Todd,8.3,13
Minnesota,Traverse,7.5,12
Minnesota,Wabasha,4.7,11
Minnesota,Wadena,6.1,13
Minnesota,Waseca,4.7,13
Minnesota,Washington,3.3,9
Minnesota,Watonwan,8.3,16
Minnesota,Wilkin,4.6,12
Minnesota,Winona,5.6,13
Minnesota,Wright,4.0,11
Minnesota,Yellow Medicine,6.1,13
Mississippi,Adams,15.0,27
Mississippi,Alcorn,14.4,22
Mississippi,Amite,18.4,25
Mississippi,Attala,14.5,24
Mississippi,Benton,15.6,22
Mississippi,Bolivar,15.6,28
Mississippi,Calhoun,18.8,25
Mississippi,Carroll,16.1,19
Mississippi,Chickasaw,17.3,25
Mississippi,Choctaw,13.6,23
Mississippi,Claiborne,14.5,37
Mississippi,Clarke,14.7,22
Mississippi,Clay,14.8,27
Mississippi,Coahoma,13.6,35
Mississippi,Copiah,15.6,27
Mississippi,Covington,16.0,24
Mississippi,DeSoto,10.4,18
Mississippi,Forrest,15.4,23
Mississippi,Franklin,14.4,22
Mississippi,George,14.7,19
Mississippi,Greene,15.4,17
Mississippi,Grenada,14.7,25
Mississippi,Hancock,15.6,20
Mississippi,Harrison,15.8,21
Mississippi,Hinds,14.2,21
Mississippi,Holmes,14.4,38
Mississippi,Humphreys,15.4,36
Mississippi,Issaquena,18.0,35
Mississippi,Itawamba,15.3,21
Mississippi,Jackson,13.8,22
Mississippi,Jasper,15.3,27
Mississippi,Jefferson,14.9,37
Mississippi,Jefferson Davis,17.1,32
Mississippi,Jones,17.0,24
Mississippi,Kemper,20.1,31
Mississippi,Lafayette,13.8,20
Mississippi,Lamar,13.1,18
Mississippi,Lauderdale,12.6,21
Mississippi,Lawrence,15.5,24
Mississippi,Leake,19.0,26
Mississippi,Lee,14.1,21
Mississippi,Leflore,14.5,31
Mississippi,Lincoln,14.7,22
Mississippi,Lowndes,14.3,23
Mississippi,Madison,10.6,17
Mississippi,Marion,16.0,25
Mississippi,Marshall,14.4,24
Mississippi,Monroe,14.8,22
Mississippi,Montgomery,15.1,24
Mississippi,Neshoba,18.0,24
Mississippi,Newton,16.8,24
Mississippi,Noxubee,17.7,30
Mississippi,Oktibbeha,15.6,23
Mississippi,Panola,14.3,24
Mississippi,Pearl River,15.1,20
Mississippi,Perry,16.8,24
Mississippi,Pike,15.2,28
Mississippi,Pontotoc,17.6,20
Mississippi,Prentiss,15.5,24
Mississippi,Quitman,16.0,36
Mississippi,Rankin,10.7,17
Mississippi,Scott,20.5,29
Mississippi,Sharkey,16.4,33
Mississippi,Simpson,15.4,25
Mississippi,Smith,15.7,22
Mississippi,Stone,13.3,20
Mississippi,Sunflower,15.1,31
Mississippi,Tallahatchie,14.6,28
Mississippi,Tate,15.5,21
Mississippi,Tippah,15.3,23
Mississippi,Tishomingo,17.0,22
Mississippi,Tunica,12.8,30
Mississippi,Union,17.5,21
Mississippi,Walthall,18.1,29
Mississippi,Warren,14.1,25
Mississippi,Washington,16.2,29
Mississippi,Wayne,16.4,25
Mississippi,Webster,14.0,23
Mississippi,Wilkinson,16.2,32
Mississippi,Winston,16.8,25
Mississippi,Yalobusha,14.3,25
Mississippi,Yazoo,14.7,31
Missouri,Adair,10.6,21
Missouri,Andrew,9.4,16
Missouri,Atchison,12.0,17
Missouri,Audrain,12.3,19
Missouri,Barry,17.5,21
Missouri,Barton,14.4,21
Missouri,Bates,12.8,20
Missouri,Benton,14.9,20
Missouri,Bollinger,14.2,21
Missouri,Boone,10.1,17
Missouri,Buchanan,11.5,21
Missouri,Butler,12.8,23
Missouri,Caldwell,12.4,20
Missouri,Callaway,10.6,18
Missouri,Camden,14.3,18
Missouri,Cape Girardeau,10.4,19
Missouri,Carroll,13.2,19
Missouri,Carter,16.0,20
Missouri,Cass,8.8,17
Missouri,Cedar,14.6,22
Missouri,Chariton,12.0,19
Missouri,Christian,10.1,18
Missouri,Clark,13.8,18
Missouri,Clay,8.6,16
Missouri,Clinton,9.2,16
Missouri,Cole,10.1,17
Missouri,Cooper,10.6,18
Missouri,Crawford,14.8,23
Missouri,Dade,14.9,21
Missouri,Dallas,16.7,20
Missouri,Daviess,16.2,18
Missouri,DeKalb,10.5,18
Missouri,Dent,16.4,22
Missouri,Douglas,15.2,21
Missouri,Dunklin,13.2,30
Missouri,Franklin,10.4,18
Missouri,Gasconade,12.0,17
Missouri,Gentry,12.1,18
Missouri,Greene,11.3,17
Missouri,Grundy,13.6,19
Missouri,Harrison,14.7,20
Missouri,Henry,12.7,20
Missouri,Hickory,16.4,22
Missouri,Holt,13.2,19
Missouri,Howard,12.6,19
Missouri,Howell,12.9,22
Missouri,Iron,12.7,22
Missouri,Jackson,12.6,17
Missouri,Jasper,14.2,19
Missouri,Jefferson,10.0,19
Missouri,Johnson,10.0,18
Missouri,Knox,17.5,20
Missouri,Laclede,13.7,20
Missouri,Lafayette,10.4,17
Missouri,Lawrence,13.6,20
Missouri,Lewis,11.9,19
Missouri,Lincoln,10.5,18
Missouri,Linn,12.4,21
Missouri,Livingston,12.2,18
Missouri,McDonald,20.3,23
Missouri,Macon,12.1,20
Missouri,Madison,12.7,22
Missouri,Maries,15.1,19
Missouri,Marion,10.0,20
Missouri,Mercer,15.5,20
Missouri,Miller,13.2,21
Missouri,Mississippi,13.4,31
Missouri,Moniteau,15.5,17
Missouri,Monroe,12.7,18
Missouri,Montgomery,13.0,20
Missouri,Morgan,19.3,22
Missouri,New Madrid,13.5,26
Missouri,Newton,15.9,19
Missouri,Nodaway,11.1,19
Missouri,Oregon,14.7,22
Missouri,Osage,9.9,15
Missouri,Ozark,16.7,24
Missouri,Pemiscot,11.7,28
Missouri,Perry,8.6,18
Missouri,Pettis,14.3,22
Missouri,Phelps,13.9,20
Missouri,Pike,11.9,20
Missouri,Platte,6.6,14
Missouri,Polk,13.5,20
Missouri,Pulaski,11.4,19
Missouri,Putnam,14.0,22
Missouri,Ralls,10.6,17
Missouri,Randolph,11.6,20
Missouri,Ray,11.3,18
Missouri,Reynolds,14.9,21
Missouri,Ripley,15.5,24
Missouri,St. Charles,6.2,14
Missouri,St. Clair,16.0,21
Missouri,Ste. Genevieve,10.9,18
Missouri,St. Francois,11.2,19
Missouri,St. Louis,8.0,16
Missouri,Saline,12.8,22
Missouri,Schuyler,15.0,20
Missouri,Scotland,22.8,20
Missouri,Scott,12.0,24
Missouri,Shannon,16.3,24
Missouri,Shelby,13.8,18
Missouri,Stoddard,12.5,23
Missouri,Stone,14.6,19
Missouri,Sullivan,15.4,22
Missouri,Taney,16.2,20
Missouri,Texas,16.7,22
Missouri,Vernon,13.1,20
Missouri,Warren,10.5,17
Missouri,Washington,12.7,22
Missouri,Wayne,15.0,24
Missouri,Webster,14.8,20
Missouri,Worth,12.3,18
Missouri,Wright,16.5,24
Missouri,St. Louis City,12.5,22
Montana,Beaverhead,11.7,14
Montana,Big Horn,19.4,23
Montana,Blaine,17.5,23
Montana,Broadwater,11.3,13
Montana,Carbon,11.7,12
Montana,Carter,12.7,12
Montana,Cascade,10.1,16
Montana,Chouteau,14.9,17
Montana,Custer,9.0,12
Montana,Daniels,10.2,11
