state,county,UninsuredPerc,fair-or-poor-health-perc
Montana,Dawson,8.0,12
Montana,Deer Lodge,10.1,18
Montana,Fallon,9.1,11
Montana,Fergus,11.5,14
Montana,Flathead,10.3,14
Montana,Gallatin,8.2,11
Montana,Garfield,15.1,12
Montana,Glacier,19.9,25
Montana,Golden Valley,14.4,15
Montana,Granite,13.7,12
Montana,Hill,12.8,17
Montana,Jefferson,8.3,12
Montana,Judith Basin,11.8,13
Montana,Lake,15.3,17
Montana,Lewis and Clark,7.7,13
Montana,Liberty,19.4,12
Montana,Lincoln,12.9,16
Montana,McCone,16.6,12
Montana,Madison,13.7,12
Montana,Meagher,11.6,15
Montana,Mineral,10.6,16
Montana,Missoula,8.6,14
Montana,Musselshell,12.4,16
Montana,Park,10.1,13
Montana,Petroleum,11.8,13
Montana,Phillips,14.2,16
Montana,Pondera,13.6,17
Montana,Powder River,14.7,14
Montana,Powell,10.8,15
Montana,Prairie,11.4,12
Montana,Ravalli,12.7,14
Montana,Richland,10.7,12
Montana,Roosevelt,19.6,23
Montana,Rosebud,13.8,17
Montana,Sanders,15.6,17
Montana,Sheridan,10.8,12
Montana,Silver Bow,9.6,16
Montana,Stillwater,8.3,12
Montana,Sweet Grass,9.9,12
Montana,Teton,12.0,12
Montana,Toole,13.4,14
Montana,Treasure,14.2,15
Montana,Valley,12.4,14
Montana,Wheatland,17.2,16
Montana,Wibaux,11.5,14
Montana,Yellowstone,9.0,13
Nebraska,Adams,8.8,16
Nebraska,Antelope,11.0,14
Nebraska,Arthur,15.0,14
Nebraska,Banner,10.0,14
Nebraska,Blaine,14.0,12
Nebraska,Boone,9.1,12
Nebraska,Box Butte,9.7,15
Nebraska,Boyd,14.2,13
Nebraska,Brown,12.0,15
Nebraska,Buffalo,9.6,15
Nebraska,Burt,11.0,15
Nebraska,Butler,8.8,13
Nebraska,Cass,7.0,13
Nebraska,Cedar,9.7,11
Nebraska,Chase,16.9,14
Nebraska,Cherry,14.9,14
Nebraska,Cheyenne,6.8,12
Nebraska,Clay,11.8,13
Nebraska,Colfax,16.7,19
Nebraska,Cuming,12.6,12
Nebraska,Custer,11.3,14
Nebraska,Dakota,16.1,20
Nebraska,Dawes,11.0,13
Nebraska,Dawson,14.8,18
Nebraska,Deuel,11.8,14
Nebraska,Dixon,10.8,13
Nebraska,Dodge,10.7,13
Nebraska,Douglas,10.0,15
Nebraska,Dundy,17.0,16
Nebraska,Fillmore,8.3,12
Nebraska,Franklin,10.5,14
Nebraska,Frontier,11.4,12
Nebraska,Furnas,11.5,15
Nebraska,Gage,8.7,13
Nebraska,Garden,13.2,14
Nebraska,Garfield,10.7,14
Nebraska,Gosper,8.6,11
Nebraska,Grant,8.5,16
Nebraska,Greeley,16.4,13
Nebraska,Hall,13.4,18
Nebraska,Hamilton,7.0,12
Nebraska,Harlan,9.8,14
Nebraska,Hayes,26.9,15
Nebraska,Hitchcock,12.8,16
Nebraska,Holt,11.2,13
Nebraska,Hooker,8.4,14
Nebraska,Howard,9.0,12
Nebraska,Jefferson,9.2,13
Nebraska,Johnson,10.2,14
Nebraska,Kearney,8.1,13
Nebraska,Keith,10.1,14
Nebraska,Keya Paha,18.6,11
Nebraska,Kimball,12.4,17
Nebraska,Knox,13.1,14
Nebraska,Lancaster,8.4,14
Nebraska,Lincoln,8.8,15
Nebraska,Logan,12.6,14
Nebraska,Loup,10.7,13
Nebraska,McPherson,8.3,14
Nebraska,Madison,11.3,16
Nebraska,Merrick,9.5,14
Nebraska,Morrill,13.7,16
Nebraska,Nance,8.6,13
Nebraska,Nemaha,7.7,13
Nebraska,Nuckolls,9.2,13
Nebraska,Otoe,8.9,16
Nebraska,Pawnee,12.6,16
Nebraska,Perkins,13.7,11
Nebraska,Phelps,8.3,12
Nebraska,Pierce,7.2,12
Nebraska,Platte,10.3,14
Nebraska,Polk,10.0,12
Nebraska,Red Willow,8.7,15
Nebraska,Richardson,9.9,15
Nebraska,Rock,14.7,12
Nebraska,Saline,13.2,16
Nebraska,Sarpy,6.5,11
Nebraska,Saunders,7.3,13
Nebraska,Scotts Bluff,11.1,19
Nebraska,Seward,6.7,12
Nebraska,Sheridan,17.2,16
Nebraska,Sherman,12.7,13
Nebraska,Sioux,15.7,14
Nebraska,Stanton,7.5,15
Nebraska,Thayer,9.7,13
Nebraska,Thomas,13.2,13
Nebraska,Thurston,15.9,25
Nebraska,Valley,11.8,14
Nebraska,Washington,6.2,12
Nebraska,Wayne,7.9,13
Nebraska,Webster,9.5,14
Nebraska,Wheeler,11.6,14
Nebraska,York,8.1,13
Nevada,Churchill,13.6,17
Nevada,Clark,13.3,19
Nevada,Douglas,12.3,15
Nevada,Elko,13.1,18
Nevada,Esmeralda,14.0,22
Nevada,Eureka,7.5,16
Nevada,Humboldt,15.3,18
Nevada,Lander,12.5,18
Nevada,Lincoln,12.2,16
Nevada,Lyon,13.2,18
Nevada,Mineral,11.9,22
Nevada,Nye,12.8,19
Nevada,Pershing,15.2,20
Nevada,Storey,8.8,16
Nevada,Washoe,12.4,16
Nevada,White Pine,11.0,19
Nevada,Carson City,12.6,20
New Hampshire,Belknap,7.6,12
New Hampshire,Carroll,9.0,13
New Hampshire,Cheshire,7.2,13
New Hampshire,Coos,7.8,15
New Hampshire,Grafton,8.4,12
New Hampshire,Hillsborough,7.2,12
New Hampshire,Merrimack,7.5,11
New Hampshire,Rockingham,5.6,9
New Hampshire,Strafford,7.4,14
New Hampshire,Sullivan,7.2,13
New Jersey,Atlantic,10.5,21
New Jersey,Bergen,8.6,14
New Jersey,Burlington,5.5,14
New Jersey,Camden,7.6,19
New Jersey,Cape May,8.1,18
New Jersey,Cumberland,12.1,23
New Jersey,Essex,11.5,19
New Jersey,Gloucester,5.5,16
New Jersey,Hudson,13.2,20
New Jersey,Hunterdon,4.9,11
New Jersey,Mercer,9.7,15
New Jersey,Middlesex,8.5,14
New Jersey,Monmouth,6.8,14
New Jersey,Morris,5.9,13
New Jersey,Ocean,7.6,15
New Jersey,Passaic,13.2,24
New Jersey,Salem,7.6,19
New Jersey,Somerset,5.7,12
New Jersey,Sussex,6.1,13
New Jersey,Union,11.3,19
New Jersey,Warren,7.2,15
New Mexico,Bernalillo,9.7,18
New Mexico,Catron,10.0,16
New Mexico,Chaves,11.8,23
New Mexico,Cibola,12.6,28
New Mexico,Colfax,9.1,24
New Mexico,Curry,9.6,22
New Mexico,De Baca,13.3,21
New Mexico,Dona Ana,11.5,25
New Mexico,Eddy,8.8,19
New Mexico,Grant,7.7,20
New Mexico,Guadalupe,8.3,24
New Mexico,Harding,9.2,20
New Mexico,Hidalgo,10.0,25
New Mexico,Lea,12.0,22
New Mexico,Lincoln,12.8,18
New Mexico,Los Alamos,3.0,10
New Mexico,Luna,12.9,27
New Mexico,McKinley,17.4,26
New Mexico,Mora,10.0,34
New Mexico,Otero,10.7,22
New Mexico,Quay,9.2,23
New Mexico,Rio Arriba,11.5,26
New Mexico,Roosevelt,13.5,22
New Mexico,Sandoval,9.7,16
New Mexico,San Juan,14.0,22
New Mexico,San Miguel,8.9,29
New Mexico,Santa Fe,13.3,17
New Mexico,Sierra,9.8,20
New Mexico,Socorro,12.3,24
New Mexico,Taos,12.6,22
New Mexico,Torrance,10.4,23
New Mexico,Union,11.3,18
New Mexico,Valencia,10.9,23
New York,Albany,4.4,14
New York,Allegany,5.9,14
New York,Bronx,8.9,27
New York,Broome,5.3,16
New York,Cattaraugus,6.5,16
New York,Cayuga,5.1,14
New York,Chautauqua,5.3,18
New York,Chemung,4.2,15
New York,Chenango,5.1,15
New York,Clinton,5.4,15
New York,Columbia,6.0,14
New York,Cortland,4.2,13
New York,Delaware,6.6,15
New York,Dutchess,5.3,15
New York,Erie,4.5,16
New York,Essex,5.3,11
New York,Franklin,7.4,16
New York,Fulton,5.7,16
New York,Genesee,4.8,14
New York,Greene,5.6,14
New York,Hamilton,6.7,14
New York,Herkimer,4.9,16
New York,Jefferson,4.7,16
New York,Kings,8.0,18
New York,Lewis,5.8,14
New York,Livingston,4.4,15
New York,Madison,5.0,13
New York,Monroe,4.7,14
New York,Montgomery,6.2,17
New York,Nassau,5.3,12
New York,New York,6.2,16
New York,Niagara,5.1,14
New York,Oneida,5.7,16
New York,Onondaga,5.0,14
New York,Ontario,4.4,13
New York,Orange,5.7,15
New York,Orleans,5.6,16
New York,Oswego,5.3,15
New York,Otsego,5.2,15
New York,Putnam,4.9,12
New York,Queens,10.2,19
New York,Rensselaer,4.5,15
New York,Richmond,4.9,15
New York,Rockland,6.0,17
New York,St. Lawrence,6.3,18
New York,Saratoga,3.8,11
New York,Schenectady,4.8,15
New York,Schoharie,5.2,15
New York,Schuyler,5.3,15
New York,Seneca,6.3,15
New York,Steuben,6.1,16
New York,Suffolk,5.4,13
New York,Sullivan,6.5,17
New York,Tioga,4.7,14
New York,Tompkins,5.3,14
New York,Ulster,6.8,16
New York,Warren,5.2,13
New York,Washington,5.5,14
New York,Wayne,4.8,15
New York,Westchester,6.9,15
New York,Wyoming,4.5,14
New York,Yates,8.4,15
North Carolina,Alamance,14.1,18
North Carolina,Alexander,13.4,16
North Carolina,Alleghany,18.3,19
North Carolina,Anson,13.1,23
North Carolina,Ashe,15.7,16
North Carolina,Avery,20.0,17
North Carolina,Beaufort,13.9,19
North Carolina,Bertie,13.2,23
North Carolina,Bladen,16.7,21
North Carolina,Brunswick,13.5,16
North Carolina,Buncombe,13.5,14
North Carolina,Burke,14.7,17
North Carolina,Cabarrus,10.4,15
North Carolina,Caldwell,13.9,17
North Carolina,Camden,11.9,14
North Carolina,Carteret,12.7,16
North Carolina,Caswell,12.9,19
North Carolina,Catawba,13.2,15
North Carolina,Chatham,14.2,15
North Carolina,Cherokee,14.0,17
North Carolina,Chowan,11.9,21
North Carolina,Clay,15.6,17
North Carolina,Cleveland,11.9,18
North Carolina,Columbus,14.8,22
North Carolina,Craven,11.6,17
North Carolina,Cumberland,10.8,19
North Carolina,Currituck,12.8,14
North Carolina,Dare,13.0,14
North Carolina,Davidson,12.9,17
North Carolina,Davie,12.5,15
North Carolina,Duplin,19.6,26
North Carolina,Durham,13.4,17
North Carolina,Edgecombe,12.1,25
North Carolina,Forsyth,12.9,17
North Carolina,Franklin,14.4,20
North Carolina,Gaston,12.0,18
North Carolina,Gates,11.7,17
North Carolina,Graham,18.6,18
North Carolina,Granville,11.5,17
North Carolina,Greene,18.8,22
North Carolina,Guilford,11.9,16
North Carolina,Halifax,13.5,24
North Carolina,Harnett,13.0,19
North Carolina,Haywood,12.0,15
North Carolina,Henderson,15.2,15
North Carolina,Hertford,11.9,24
North Carolina,Hoke,15.8,22
North Carolina,Hyde,15.7,19
North Carolina,Iredell,11.5,16
North Carolina,Jackson,18.2,17
North Carolina,Johnston,14.0,17
North Carolina,Jones,15.6,21
North Carolina,Lee,15.0,19
North Carolina,Lenoir,13.5,22
North Carolina,Lincoln,12.7,16
North Carolina,McDowell,12.9,17
North Carolina,Macon,15.6,16
North Carolina,Madison,12.6,16
North Carolina,Martin,10.9,22
North Carolina,Mecklenburg,12.7,15
North Carolina,Mitchell,14.2,16
North Carolina,Montgomery,16.3,20
North Carolina,Moore,11.9,15
North Carolina,Nash,12.3,20
North Carolina,New Hanover,12.3,16
North Carolina,Northampton,11.5,23
North Carolina,Onslow,8.8,18
North Carolina,Orange,10.5,14
North Carolina,Pamlico,12.7,18
North Carolina,Pasquotank,12.2,19
North Carolina,Pender,13.7,17
North Carolina,Perquimans,12.4,18
North Carolina,Person,11.7,19
North Carolina,Pitt,10.8,18
North Carolina,Polk,14.3,15
North Carolina,Randolph,15.0,18
North Carolina,Richmond,14.6,22
North Carolina,Robeson,18.6,30
North Carolina,Rockingham,13.0,18
North Carolina,Rowan,13.8,18
North Carolina,Rutherford,13.6,19
North Carolina,Sampson,18.7,23
North Carolina,Scotland,14.2,24
North Carolina,Stanly,12.9,16
North Carolina,Stokes,13.3,15
North Carolina,Surry,14.7,19
North Carolina,Swain,18.3,21
North Carolina,Transylvania,15.3,16
North Carolina,Tyrrell,17.0,23
North Carolina,Union,10.5,14
North Carolina,Vance,12.1,24
North Carolina,Wake,10.0,13
North Carolina,Warren,16.4,23
North Carolina,Washington,13.1,24
North Carolina,Watauga,14.2,18
North Carolina,Wayne,15.0,21
North Carolina,Wilkes,15.7,18
North Carolina,Wilson,13.8,21
North Carolina,Yadkin,14.1,17
North Carolina,Yancey,14.7,18
North Dakota,Adams,10.1,13
North Dakota,Barnes,8.0,12
North Dakota,Benson,13.6,24
North Dakota,Billings,13.5,12
North Dakota,Bottineau,10.4,15
North Dakota,Bowman,11.8,12
North Dakota,Burke,12.0,13
North Dakota,Burleigh,6.5,12
North Dakota,Cass,7.1,13
North Dakota,Cavalier,8.9,13
North Dakota,Dickey,9.3,11
North Dakota,Divide,11.1,14
North Dakota,Dunn,14.4,13
North Dakota,Eddy,10.2,15
North Dakota,Emmons,12.1,15
North Dakota,Foster,7.7,12
North Dakota,Golden Valley,9.7,15
North Dakota,Grand Forks,7.9,15
North Dakota,Grant,18.4,14
North Dakota,Griggs,9.4,13
North Dakota,Hettinger,11.3,13
North Dakota,Kidder,12.5,14
North Dakota,LaMoure,11.9,14
North Dakota,Logan,18.8,12
North Dakota,McHenry,9.2,13
North Dakota,McIntosh,14.5,14
North Dakota,McKenzie,12.8,14
North Dakota,McLean,9.8,14
North Dakota,Mercer,7.2,12
North Dakota,Morton,7.0,14
North Dakota,Mountrail,15.4,16
North Dakota,Nelson,10.5,13
North Dakota,Oliver,8.9,11
North Dakota,Pembina,10.0,13
North Dakota,Pierce,10.3,15
North Dakota,Ramsey,9.2,14
North Dakota,Ransom,8.3,14
North Dakota,Renville,8.0,12
North Dakota,Richland,8.1,13
North Dakota,Rolette,18.2,30
North Dakota,Sargent,7.9,12
North Dakota,Sheridan,16.5,15
North Dakota,Sioux,17.3,34
North Dakota,Slope,13.9,12
North Dakota,Stark,8.4,12
North Dakota,Steele,7.8,11
North Dakota,Stutsman,8.3,13
North Dakota,Towner,11.6,15
North Dakota,Traill,6.7,13
North Dakota,Walsh,10.6,15
North Dakota,Ward,8.1,14
North Dakota,Wells,8.3,13
North Dakota,Williams,10.0,15
Ohio,Adams,9.1,22
Ohio,Allen,7.7,17
Ohio,Ashland,8.2,17
Ohio,Ashtabula,8.3,17
Ohio,Athens,9.3,21
Ohio,Auglaize,5.7,15
Ohio,Belmont,6.5,18
Ohio,Brown,7.6,17
Ohio,Butler,6.9,16
Ohio,Carroll,7.8,16
Ohio,Champaign,6.7,16
Ohio,Clark,7.2,19
Ohio,Clermont,5.9,15
Ohio,Clinton,7.0,17
Ohio,Columbiana,7.7,17
Ohio,Coshocton,8.8,19
Ohio,Crawford,7.0,17
Ohio,Cuyahoga,6.6,18
Ohio,Darke,7.4,16
Ohio,Defiance,6.7,16
Ohio,Delaware,4.4,13
Ohio,Erie,6.3,17
Ohio,Fairfield,5.8,15
Ohio,Fayette,7.0,17
Ohio,Franklin,8.2,17
Ohio,Fulton,6.5,15
Ohio,Gallia,8.5,21
Ohio,Geauga,8.9,13
Ohio,Greene,6.0,16
Ohio,Guernsey,8.6,19
Ohio,Hamilton,6.8,18
Ohio,Hancock,6.3,14
Ohio,Hardin,7.5,17
Ohio,Harrison,7.8,18
Ohio,Henry,6.3,15
Ohio,Highland,9.2,19
Ohio,Hocking,7.0,16
Ohio,Holmes,23.9,16
Ohio,Huron,7.6,18
Ohio,Jackson,7.9,23
Ohio,Jefferson,7.2,21
Ohio,Knox,7.6,15
Ohio,Lake,6.3,15
Ohio,Lawrence,7.0,24
Ohio,Licking,6.9,16
Ohio,Logan,7.0,17
Ohio,Lorain,6.2,16
Ohio,Lucas,7.5,19
Ohio,Madison,6.7,16
Ohio,Mahoning,6.8,18
Ohio,Marion,6.8,17
Ohio,Medina,5.4,12
Ohio,Meigs,7.9,20
Ohio,Mercer,6.3,15
Ohio,Miami,6.5,15
Ohio,Monroe,8.9,19
Ohio,Montgomery,7.5,19
Ohio,Morgan,7.9,20
Ohio,Morrow,7.9,16
Ohio,Muskingum,7.4,19
Ohio,Noble,7.8,16
Ohio,Ottawa,6.5,14
Ohio,Paulding,7.1,15
Ohio,Perry,7.1,18
Ohio,Pickaway,6.9,17
Ohio,Pike,7.5,21
Ohio,Portage,6.8,16
Ohio,Preble,6.7,16
Ohio,Putnam,5.5,14
Ohio,Richland,8.3,20
Ohio,Ross,6.9,20
Ohio,Sandusky,6.8,18
Ohio,Scioto,7.0,23
Ohio,Seneca,6.6,16
Ohio,Shelby,6.3,16
Ohio,Stark,7.3,17
Ohio,Summit,6.7,17
Ohio,Trumbull,7.8,18
Ohio,Tuscarawas,7.8,16
Ohio,Union,5.2,14
Ohio,Van Wert,6.4,16
Ohio,Vinton,8.4,20
Ohio,Warren,5.0,12
Ohio,Washington,7.3,19
Ohio,Wayne,11.3,17
Ohio,Williams,6.4,17
Ohio,Wood,5.5,17
Ohio,Wyandot,6.8,16
Oklahoma,Adair,24.5,29
Oklahoma,Alfalfa,18.2,17
Oklahoma,Atoka,20.7,22
Oklahoma,Beaver,20.4,20
Oklahoma,Beckham,17.6,19
Oklahoma,Blaine,17.3,20
Oklahoma,Bryan,19.6,20
Oklahoma,Caddo,20.3,22
Oklahoma,Canadian,12.8,15
Oklahoma,Carter,17.8,22
Oklahoma,Cherokee,24.4,25
Oklahoma,Choctaw,21.0,28
Oklahoma,Cimarron,25.1,22
Oklahoma,Cleveland,12.7,16
Oklahoma,Coal,21.3,21
Oklahoma,Comanche,15.0,22
Oklahoma,Cotton,18.1,19
Oklahoma,Craig,19.3,22
Oklahoma,Creek,16.2,19
Oklahoma,Custer,20.3,20
Oklahoma,Delaware,23.9,22
Oklahoma,Dewey,20.2,20
Oklahoma,Ellis,19.3,19
Oklahoma,Garfield,18.0,18
Oklahoma,Garvin,18.7,22
Oklahoma,Grady,14.6,18
Oklahoma,Grant,16.3,16
Oklahoma,Greer,13.8,22
Oklahoma,Harmon,24.2,22
Oklahoma,Harper,25.9,19
Oklahoma,Haskell,21.0,21
Oklahoma,Hughes,20.4,22
Oklahoma,Jackson,16.6,20
Oklahoma,Jefferson,20.0,22
Oklahoma,Johnston,19.9,22
Oklahoma,Kay,15.6,20
Oklahoma,Kingfisher,17.6,18
Oklahoma,Kiowa,17.4,23
Oklahoma,Latimer,19.5,23
Oklahoma,Le Flore,20.2,22
Oklahoma,Lincoln,18.7,19
Oklahoma,Logan,13.5,19
Oklahoma,Love,17.5,20
Oklahoma,McClain,14.7,17
Oklahoma,McCurtain,21.3,25
Oklahoma,McIntosh,20.7,23
Oklahoma,Major,19.2,17
Oklahoma,Marshall,22.9,21
Oklahoma,Mayes,19.5,22
Oklahoma,Murray,17.4,19
Oklahoma,Muskogee,19.1,24
Oklahoma,Noble,15.1,17
Oklahoma,Nowata,20.6,20
Oklahoma,Okfuskee,19.8,25
Oklahoma,Oklahoma,16.1,19
Oklahoma,Okmulgee,16.5,23
Oklahoma,Osage,16.7,20
Oklahoma,Ottawa,19.5,24
Oklahoma,Pawnee,17.6,20
Oklahoma,Payne,16.4,20
Oklahoma,Pittsburg,19.8,21
Oklahoma,Pontotoc,17.7,20
Oklahoma,Pottawatomie,16.7,19
Oklahoma,Pushmataha,21.0,23
Oklahoma,Roger Mills,18.5,18
Oklahoma,Rogers,13.5,17
Oklahoma,Seminole,19.7,24
Oklahoma,Sequoyah,20.3,25
Oklahoma,Stephens,16.4,19
Oklahoma,Texas,21.6,24
Oklahoma,Tillman,19.9,24
Oklahoma,Tulsa,15.4,17
Oklahoma,Wagoner,15.6,19
Oklahoma,Washington,16.4,18
Oklahoma,Washita,17.5,17
Oklahoma,Woods,14.1,18
Oklahoma,Woodward,17.7,16
Oregon,Baker,8.2,15
Oregon,Benton,6.8,14
Oregon,Clackamas,6.3,12
Oregon,Clatsop,8.9,15
Oregon,Columbia,7.0,14
Oregon,Coos,9.1,16
Oregon,Crook,8.6,16
Oregon,Curry,9.3,16
Oregon,Deschutes,7.7,13
Oregon,Douglas,7.7,15
Oregon,Gilliam,7.2,14
Oregon,Grant,8.8,14
Oregon,Harney,9.8,16
Oregon,Hood River,11.2,16
Oregon,Jackson,9.3,16
Oregon,Jefferson,13.1,20
Oregon,Josephine,8.5,16
Oregon,Klamath,10.6,18
Oregon,Lake,10.3,18
Oregon,Lane,8.2,15
Oregon,Lincoln,10.7,16
Oregon,Linn,8.0,14
Oregon,Malheur,10.2,21
Oregon,Marion,10.2,18
Oregon,Morrow,11.2,18
Oregon,Multnomah,8.2,15
Oregon,Polk,8.7,15
Oregon,Sherman,7.0,14
Oregon,Tillamook,10.5,14
Oregon,Umatilla,10.5,18
Oregon,Union,7.8,16
Oregon,Wallowa,8.3,13
Oregon,Wasco,11.0,15
Oregon,Washington,7.2,12
Oregon,Wheeler,11.0,17
Oregon,Yamhill,8.0,14
Pennsylvania,Adams,7.5,15
Pennsylvania,Allegheny,4.9,13
Pennsylvania,Armstrong,5.7,16
Pennsylvania,Beaver,4.9,15
Pennsylvania,Bedford,6.9,16
Pennsylvania,Berks,7.5,18
Pennsylvania,Blair,5.8,16
Pennsylvania,Bradford,7.9,16
Pennsylvania,Bucks,5.3,12
Pennsylvania,Butler,4.6,14
Pennsylvania,Cambria,5.4,17
Pennsylvania,Cameron,6.3,16
Pennsylvania,Carbon,6.0,17
Pennsylvania,Centre,6.7,15
Pennsylvania,Chester,6.3,13
Pennsylvania,Clarion,7.8,17
Pennsylvania,Clearfield,7.1,18
Pennsylvania,Clinton,7.6,16
Pennsylvania,Columbia,5.8,17
Pennsylvania,Crawford,8.0,16
Pennsylvania,Cumberland,6.6,14
Pennsylvania,Dauphin,6.7,17
Pennsylvania,Delaware,5.6,15
Pennsylvania,Elk,5.3,16
Pennsylvania,Erie,6.4,18
Pennsylvania,Fayette,6.3,18
Pennsylvania,Forest,6.8,18
Pennsylvania,Franklin,7.8,15
Pennsylvania,Fulton,7.5,16
Pennsylvania,Greene,5.8,16
Pennsylvania,Huntingdon,5.9,17
Pennsylvania,Indiana,7.3,17
Pennsylvania,Jefferson,7.6,16
Pennsylvania,Juniata,8.8,16
Pennsylvania,Lackawanna,6.1,17
Pennsylvania,Lancaster,12.0,16
Pennsylvania,Lawrence,6.1,17
Pennsylvania,Lebanon,8.7,16
Pennsylvania,Lehigh,7.5,18
Pennsylvania,Luzerne,6.6,17
Pennsylvania,Lycoming,6.7,16
Pennsylvania,McKean,6.3,18
Pennsylvania,Mercer,6.4,16
Pennsylvania,Mifflin,9.2,16
Pennsylvania,Monroe,7.5,16
Pennsylvania,Montgomery,4.7,12
Pennsylvania,Montour,5.6,14
Pennsylvania,Northampton,6.1,15
Pennsylvania,Northumberland,6.7,18
Pennsylvania,Perry,7.6,14
Pennsylvania,Philadelphia,8.2,22
Pennsylvania,Pike,7.2,16
Pennsylvania,Potter,7.0,17
Pennsylvania,Schuylkill,6.2,17
Pennsylvania,Snyder,8.7,16
Pennsylvania,Somerset,7.0,16
Pennsylvania,Sullivan,8.6,15
Pennsylvania,Susquehanna,7.8,16
Pennsylvania,Tioga,7.8,15
Pennsylvania,Union,7.5,16
Pennsylvania,Venango,6.4,16
Pennsylvania,Warren,6.0,16
Pennsylvania,Washington,4.8,14
Pennsylvania,Wayne,7.6,15
Pennsylvania,Westmoreland,4.9,16
Pennsylvania,Wyoming,6.4,15
Pennsylvania,York,6.5,15
Rhode Island,Bristol,3.5,11
Rhode Island,Kent,3.7,14
Rhode Island,Newport,4.1,12
Rhode Island,Providence,6.6,17
Rhode Island,Washington,3.6,12
South Carolina,Abbeville,12.9,20
South Carolina,Aiken,13.4,18
South Carolina,Allendale,11.8,27
South Carolina,Anderson,13.3,16
South Carolina,Bamberg,13.2,23
South Carolina,Barnwell,12.7,22
South Carolina,Beaufort,15.3,12
South Carolina,Berkeley,11.8,17
South Carolina,Calhoun,12.6,19
South Carolina,Charleston,13.5,15
South Carolina,Cherokee,13.8,20
South Carolina,Chester,12.2,20
South Carolina,Chesterfield,14.8,22
South Carolina,Clarendon,14.5,22
South Carolina,Colleton,13.6,22
South Carolina,Darlington,12.3,23
South Carolina,Dillon,15.8,24
South Carolina,Dorchester,11.3,16
South Carolina,Edgefield,13.3,19
South Carolina,Fairfield,11.7,23
South Carolina,Florence,11.5,20
South Carolina,Georgetown,13.2,19
South Carolina,Greenville,13.1,15
South Carolina,Greenwood,14.4,19
South Carolina,Hampton,12.3,22
South Carolina,Horry,17.4,18
South Carolina,Jasper,20.4,24
South Carolina,Kershaw,11.7,16
South Carolina,Lancaster,13.3,18
South Carolina,Laurens,14.1,21
South Carolina,Lee,11.8,28
South Carolina,Lexington,12.1,17
South Carolina,McCormick,12.0,20
South Carolina,Marion,13.6,26
South Carolina,Marlboro,14.5,26
South Carolina,Newberry,14.8,18
South Carolina,Oconee,15.1,15
South Carolina,Orangeburg,13.9,23
South Carolina,Pickens,13.1,17
South Carolina,Richland,11.0,17
South Carolina,Saluda,18.6,22
South Carolina,Spartanburg,12.9,17
South Carolina,Sumter,12.8,22
South Carolina,Union,12.1,20
